stem,tf.idf
bracc,122.41682705886286
alfin,123.01224126230144
ognor,123.49367369669736
schern,123.49367369669737
assal,125.13562708193986
leon,125.13562708193986
intric,125.14626625772705
formiam,127.48382616147593
african,127.48382616147593
scintill,127.67269700407613
induc,127.67269700407613
cim,129.30419868660118
delitt,129.30419868660118
veloc,129.85172031145487
richiam,129.85172031145487
condott,130.06787875004179
risc,130.24825545420154
arrest,131.77622707040135
aspra,132.31465038931861
buon,132.31465038931861
insin,132.31465038931861
vedil,132.507811331711
color,132.9566037745611
appress,133.0210338235786
moltiplic,134.67027702741802
vag,135.98477756374206
candor,135.98477756374206
ced,136.2315700995818
aspir,136.41953385242482
elis,137.71893044122072
amabil,138.54021287850125
parlagl,140.67269700407613
errand,140.77758046718233
risvegl,141.13562708193984
dea,141.40379087878893
scolor,141.40379087878893
selen,144.24519187014545
sar,144.48382616147592
emend,144.7202838380017
augellett,145.36998213239966
divenn,147.85916320637705
sprezz,148.13730473015983
auror,148.13730473015983
cad,148.2482554542015
frod,152.67708177561465
arboscell,154.87081858153073
scorn,156.65181343856327
purc,157.4353684141057
cerc,159.0386268495986
assicur,159.6252405882943
ris,161.60433243290163
inum,163.7034406229098
stupid,163.73278315066995
oggett,163.77235041304343
resist,166.2482554542015
ero,166.42832641370197
invitt,166.95660377456107
vendett,167.59855715980356
verac,168.32313720593643
incolt,168.3723831813023
ambo,170.03019788723415
udir,170.89288738752356
vendic,170.89927865861907
contrad,172.0614872376673
oro,172.4781177478792
lacc,172.4781177478792
parm,172.92734397065215
aur,172.95629802990177
insult,172.95629802990177
sembiant,172.95629802990177
custod,173.66434060560204
diffid,175.3405442640909
orgogl,176.2996789524
ragg,176.2996789524
spezz,176.41953385242482
spir,176.41953385242482
lic,178.1232620715504
piag,178.48002055241145
foll,182.35416603465455
bend,184.04537701697436
vezz,184.1663707007735
acquist,184.48480714553438
atroc,185.31361508539547
langu,186.97906915014534
padre,187.08042575700256
died,187.08042575700256
pallad,188.53838783838523
rozz,188.92244209692683
men,190.61842619615203
avert,191.27629227947324
belv,191.490735588242
fort,192.254498310964
dill,193.95629802990177
comand,194.97145793201636
siam,195.21985683349106
vic,195.27190168975613
dovr,197.66434060560204
maggior,199.2884373651169
appen,200.18094328510648
larv,202.88246393028854
vicin,202.88246393028854
invol,203.34539400815228
consigl,203.76452455450735
derid,204.62930077863723
nev,205.9003547975021
aliment,206.1826024265468
afflitt,206.24051054504605
uso,207.81468630661954
dann,207.81468630661954
merced,210.47676196972728
scortes,211.1663707007735
scord,211.4502774712585
accogl,213.48480714553438
ven,213.61610923440446
intatt,214.13636898940217
toller,214.22944735301002
giamma,214.6678451097721
san,216.06148723766728
rimir,218.98734739339477
finc,220.7366462088846
sgrid,220.96765232295186
confond,221.25075510440712
inalz,221.66434060560204
brand,222.37633810247456
neg,222.37633810247456
cavalier,222.37633810247456
inarid,224.31643994890263
fasc,224.31643994890263
età,224.97145793201636
invan,225.00307444448683
dimostr,226.4598680557655
abitator,228.20789729350227
oim,229.34539400815225
lagrim,232.58040503024566
arbitr,232.58040503024566
pecca,233.9657495184196
nub,234.97772015784489
dimm,234.9777201578449
agricoltor,235.5694423674862
circond,235.5694423674862
darm,238.7009420047258
scamp,239.43786088244144
impallid,240.1363689894022
mot,241.29550306066852
compagn,241.73871281138986
aprì,242.93098744147017
strett,245.5991747260049
cont,246.5584925931091
giunt,246.9638467138874
font,248.70965680876864
ricompens,249.77586880875091
minacc,250.2925325154541
quegl,252.27460946031965
mut,252.4903837402909
tronc,253.26049671650298
mostr,255.34539400815225
volt,256.1229744753346
miglior,256.33933108128537
palm,258.60839737320237
rispett,259.4390611195537
togl,259.9619439093551
stral,262.46670092068575
pret,263.1830899026464
impar,265.6161816224002
fredd,265.6161816224002
prend,265.9132075491222
urna,266.46099250708903
estiv,269.34055405483605
dovre,269.9657495184196
deh,270.58040503024563
lontan,270.78883367226183
urto,271.7933021252467
obli,272.04796046258525
strugg,272.46314019916366
preg,273.73418424174343
ram,274.9685392922032
nat,277.46479811615353
liet,277.9704226280932
cost,279.73871281138986
stagion,279.73871281138986
qualit,280.47676196972725
vann,280.47676196972725
commov,281.55516093436466
dur,282.80758175757785
avanz,284.82147897920595
agnell,284.9638467138874
querel,285.2278579384408
egual,287.4722387294839
fosc,287.5584925931091
termin,291.0922308565009
salv,291.31444464763376
acerb,292.1867891771898
punt,292.40920641991596
sass,293.092667019304
raccogl,293.3019977827134
riport,294.62930077863723
amic,295.7872130629945
pror,296.6765818679035
indegn,299.2057994939526
mont,300.1229744753346
avvezz,303.02225965758373
svegl,305.4552840934923
fren,305.56469540310417
serba,309.37054871334635
vad,311.95433269122617
naufrag,312.53124905198183
conosc,314.2453063115683
potr,314.9600411048229
sudor,315.34326182539957
anch,315.61297967536365
altra,315.61297967536365
onta,318.2679226729677
finor,318.72195383987275
lusing,318.72195383987275
antic,322.6266014459273
destr,324.38845964744786
han,324.42653951354765
labr,325.0765393737855
ricopr,325.62063863550384
adir,329.94217871717416
spavent,333.2689059681926
fer,334.2278579384408
fium,334.4064817873588
vol,336.67569256854506
erbe,336.67569256854506
pigr,336.67569256854506
dest,341.79855731723814
sostegn,345.767083856093
scherz,345.8537504546328
incredul,347.32868121120407
incogn,347.8698113236833
odo,348.3716064964158
lent,348.7900626926909
navigl,349.8849790691169
torrent,350.6810885281818
suppon,350.6810885281818
pavent,351.94837779423074
querul,359.15679132366216
strider,359.15679132366216
accent,361.51770485477107
rispond,367.924837322105
vien,370.2679226729677
serp,370.34326182539957
gonf,373.360649238687
cagion,377.07677567677047
ascolt,377.62983565434
voc,377.9297967077957
fum,379.10994639719894
talor,379.109946397199
quand,379.43435324363764
van,381.254449835344
fatal,382.4514784844278
puo,383.5087521707045
vant,384.54039336325826
promett,391.6295335964082
arment,392.76281915156363
sap,392.86889408970535
stupor,394.1029075297252
vis,394.38295075065935
ment,397.27731723088317
chiar,401.25954090079125
destrier,403.95544031568977
suon,404.60339534393574
frem,405.0055340000763
seren,405.7141531619147
gir,406.7900626926909
distingu,417.8129508573057
gel,417.8628525397612
tort,421.75925191777606
usat,422.31705123913025
bosc,422.4381588527021
camb,423.5517376175019
impres,426.22351995692424
capann,427.8309280043818
error,429.35316373580696
necess,432.3984351992561
attend,432.4783134545786
torbid,432.5850650309082
scogl,438.57555570210263
unit,438.99438925114544
mill,440.6786621625707
guid,441.9353046459037
leggiadr,444.4119141904795
dirt,444.9828378713952
terg,446.79919913705083
sè,448.9930218168061
pugn,450.9297967077957
semplic,456.3500232877602
merit,456.9900326925678
confus,456.9900326925678
nascond,457.10691721064217
costan,459.04027308601115
prudent,459.71127576918866
placid,459.71127576918866
vezzos,461.43245043910537
combatt,462.12660586102305
farm,464.414621961043
man,466.4544214366031
pargolett,467.2128016640051
ricompr,469.9126586277636
empi,470.52383026951435
rigor,472.91817940511356
oscur,473.25954090079125
dov,474.3652048530936
disegn,474.43054763457314
capac,477.1158805487958
provast,483.4774256227797
prezz,484.2893451761081
acci,484.2893451761081
quell,484.95024726253257
fianc,486.40563925914654
rend,486.9493198467079
immagin,491.826447770419
dis,492.17782514724075
splendor,492.6451211601067
merc,493.22351995692424
macc,495.006763777871
peggior,497.4193136175373
perdon,498.8811353520068
odi,499.4255761023139
convien,501.43542304771347
offe,505.0135388528176
nobil,506.5238812334143
vincitor,506.8546342869619
lacer,509.9353046459037
avvamp,509.9353046459037
prenc,515.2851509926994
delus,515.3081551788761
plac,523.1192510651031
audac,524.5847925199782
vuol,525.8439343342125
nott,529.1987158096
scopr,531.0392185476153
duol,532.267748731145
lung,536.2972205034073
consol,536.4575294503092
agit,536.6696127744302
alberg,538.6072537542531
amazzon,542.5332346953074
chius,544.7277907287332
tropp,544.9262803983273
serv,553.803065735535
compr,558.6883420590301
fiamm,559.815966510587
trofe,560.3285096064905
vil,560.3285096064905
infra,560.4699115542163
procell,561.0500415435909
par,562.2768196386515
umor,564.6347391842604
chiamam,565.6151635151557
felic,574.8610612433038
mer,579.1230169283347
crin,579.1468654858895
schi,579.9493198467079
vergogn,580.55275491898
sec,582.1306069567818
spera,587.5715495500942
nitr,587.5715495500942
fior,587.9186459547453
ragion,588.398199957525
pescator,588.9236059187156
ritorn,590.9310058328016
indic,593.424972258048
rossor,595.88757985279085
germogl,597.6278359460089
ait,600.2459489506692
tard,607.7524682453155
pegn,608.9131921134892
astri,616.0773398387354
scorr,620.1515525393417
cang,623.9086653824523
superb,626.7001530722888
mal,632.9177894120401
princip,634.1021359501289
vel,636.4372677144056
tac,642.6563823204156
prat,648.4594163785948
degg,648.5454759576088
fac,648.6337178661155
ombr,651.7708301732728
funest,656.8610952691463
aspett,661.7367081967595
segn,665.2947835817313
sman,670.1931342479929
soffr,671.4695731327374
cant,677.3115474054766
far,678.37978827008385
cen,683.3799063757401
pass,684.6058458930595
soggett,687.4213482305081
ver,692.4334908513024
intend,695.0793580150083
cominc,700.4295828454992
rimang,704.0136458681238
abbandon,704.1917373245028
tal,706.1817109860941
pie,709.2655088899727
menzogner,710.1591564997914
sacr,718.8651851935781
dilett,721.4613970475951
infin,721.522479396734
eccess,725.9790401863359
ardor,730.8733792023911
libert,733.3475477792957
imbell,733.8897729754754
viver,755.6166959829266
glor,755.8595934155913
sudd,758.8687064872753
dolc,764.7012089391823
port,769.866803682743
selv,769.866803682743
gener,779.8386473904764
vuo,783.4421570954627
timid,790.6381429769128
ingiust,791.8629980736785
giur,794.0394158474434
accompagn,798.2098165632109
miser,802.1794832901819
gang,802.6919391919262
segu,804.3157091937303
tem,805.8293323291654
torn,806.338716655453
palpit,809.8972485552589
ninf,814.755176015879
ascos,819.2382293391154
speranz,819.7275497462145
tirann,829.9414629760752
ramment,842.9982848959137
ricord,843.1863974736303
sciogl,844.04162043008
potre,845.4473355176349
armi,851.1029839969057
manc,851.6952694673222
tesor,854.6595242078577
avvien,857.851581246485
venn,870.2619604415551
destin,874.2203815966382
des,881.2285681026544
spieg,882.9465848355384
sangu,883.8171337092066
cresc,885.0653642460256
legg,885.1670902063586
vegg,887.4110533897637
fulmin,887.4778612996215
pent,889.8876010554952
orr,891.2274902751979
dèi,900.9159472734243
tron,902.4519187014546
sapr,912.7599061258092
difend,916.3024835825149
padr,926.804011133179
affrett,928.111646140039
nocchier,931.4336017862436
fur,937.5472710954
gelos,947.7330837462908
spad,954.6401775898836
perigl,956.4589988112584
delir,958.5644588185569
soccors,963.6225156824044
lamp,964.6892897348856
trasport,973.1653789423436
lum,977.75521375835
cur,983.7450610529897
content,992.0196764447156
vent,997.2473837610136
luc,1001.8752361028145
incend,1010.9598570591972
piac,1024.9952682046371
colp,1027.5458557620389
ira,1032.5339424404954
piant,1036.5099889135668
sventur,1038.9550672221517
ritegn,1044.027000648921
trionf,1059.0568873551092
mar,1066.4868235863823
ard,1071.7355433018802
passaggier,1073.4384165475717
invid,1084.095730070715
apprend,1089.0909519152176
innocent,1089.209175948421
turb,1090.9271135368244
nemic,1102.1958104443697
sen,1105.9187288137377
camp,1111.806548290657
ciel,1115.7473982777021
cadr,1118.5336493248365
viv,1120.9170840138736
timor,1125.3257162159134
ignot,1138.944168361309
istess,1149.3207516319264
pett,1151.4894643385335
stell,1156.8666127279678
oppr,1180.3834746490056
bram,1181.789431941378
dar,1183.3392073694192
indi,1188.3281632791802
sdegn,1195.726625812588
idol,1201.9612721816977
sper,1208.713687735569
pun,1211.4048523697375
spond,1211.8850937289744
donzell,1221.238450342002
onor,1233.1944928332498
genitor,1235.0975276217516
spem,1242.7899669566173
infid,1249.758912640884
num,1254.6323334556607
gran,1262.9201269322696
serb,1271.588386804901
piang,1277.7298017564215
dit,1278.573588855711
balen,1290.0406165584527
giust,1295.3258111938862
fè,1296.220342721426
dorm,1296.2618885352192
conserv,1305.5202889764328
dom,1318.8956715197953
divi,1324.3016332740342
tener,1329.7480405410884
part,1330.5809006854581
fier,1331.684983558568
nasc,1335.053979731568
reg,1368.6450237622
torment,1388.4571362053089
risuon,1401.602967155954
cartagin,1419.2147378530183
vall,1426.0851150538747
dip,1432.2056520283547
dir,1435.994888541384
uccid,1444.446725977315
sogl,1471.5681578962017
dol,1475.1082619285103
chied,1477.6940933544424
pen,1482.2550628780707
prem,1482.5394313284453
valor,1488.9680873948548
smarr,1489.069533441169
dubb,1491.1159856914364
vint,1507.6329633889015
vogl,1507.7994117942308
anim,1516.3576066086946
pastor,1517.7307589412962
affann,1519.6583322219735
cred,1533.243339258955
fed,1533.754466333781
dio,1585.3572822475417
accend,1593.1135174805588
ador,1609.5821078559866
rest,1616.7343259171857
scorg,1618.2631008357357
mart,1622.0835781040503
pens,1647.6355440254122
calm,1649.3582825450753
ripos,1657.269138311377
tempest,1677.7554126928535
scompagn,1702.4318743887231
tant,1710.3710651525628
pover,1712.1766407513278
allor,1717.4163716306148
sort,1728.7756747359795
affett,1730.4240656070876
infel,1731.2435668012606
sol,1743.5164410465839
lid,1744.3522627063842
trov,1762.4715887954933
ditel,1781.2963275571447
ingrat,1791.8828931963135
vorre,1801.1888820136292
sai,1809.6309826690438
disper,1817.5238908845756
perd,1832.8279489718223
pur,1832.8279489718223
potess,1843.0184643711357
ond,1849.468783393686
imper,1862.6637721378727
degn,1877.1969512922756
chiam,1900.0664073992705
car,1910.1898945847456
debell,1914.993626357881
lagn,1921.5067300992125
pac,1946.0628439907468
digl,1947.7710869018092
virtù,1953.0338139942642
fid,1988.2865677593873
qual,1989.5642193433534
tradit,2005.6296543764834
addi,2008.1725864296952
perfid,2029.5175580662544
donar,2069.321079027369
cigl,2083.9625637007252
guerr,2092.0575979462537
lasc,2108.3473450412407
ingann,2124.8176206980065
prov,2129.4080100932138
fug,2207.740497314664
dì,2244.591932505275
terror,2255.5655185288397
almen,2267.3531348066617
sospir,2298.297448259959
fedel,2306.6201978700283
bel,2364.832074232037
barbar,2386.407494792518
ved,2401.1775724039994
spos,2513.5275544328906
infedel,2569.7517370165547
alma,2761.431178978578
sent,2812.465961808132
sì,2834.255283279508
son,2901.3022181206884
nè,2966.249124295786
fat,3104.688768266069
trem,3172.9820191776216
bell,3365.7439558507735
parl,3486.9464774298026
ancor,3913.5925782774475
mor,3918.3780687246317
crudel,4026.1433933449225
piet,4140.595915751694
amor,4547.841067716009
cor,4609.784801481166
